IncidentNumber,District,offenseDesc1,IncidentAddress,IncidentDate
2016-022808,50,THEFT OF PROPERTY MISD,"108 N PINE ST
Little Rock, Arkansas
(34.751804, -92.316349)",2/28/16
2016-031619,63,THEFT OF PROPERTY MISD,"10901 N RODNEY PARHAM RD
Little Rock, Arkansas
(34.771421, -92.395699)",3/23/16
2016-040651,93,THEFT OF PROPERTY MISD,"8900 STAGECOACH RD
Little Rock, Arkansas
(34.670818, -92.418437)",4/14/16
2016-019345,60,THEFT OF PROPERTY MISD,"7600 CANTRELL RD
Little Rock, Arkansas
(34.772208, -92.358666)",2/21/16
2016-043803,71,THEFT OF PROPERTY MISD,"12610 CHENAL PKWY
Little Rock, Arkansas
(34.753879, -92.414284)",4/22/16
2016-022600,71,THEFT OF PROPERTY MISD,"12214 WESTHAVEN DR
Little Rock, Arkansas
(34.75009, -92.409326)",2/29/16
2016-036029,64,THEFT OF PROPERTY MISD,"3400 S BOWMAN RD
Little Rock, Arkansas
(34.726345, -92.408988)",4/1/16
2016-020850,64,THEFT OF PROPERTY MISD,"2614 S SHACKLEFORD RD
Little Rock, Arkansas
(34.729996, -92.394844)",2/23/16
2016-028038,91,THEFT OF PROPERTY MISD,"8404 BASELINE RD
Little Rock, Arkansas
(34.669992, -92.372618)",3/3/16
2016-022151,43,THEFT OF PROPERTY MISD,"4748 SPRINGER BLVD
Little Rock, Arkansas
(34.705433, -92.246436)",2/28/16
2016-024794,50,THEFT OF PROPERTY MISD,"101 N UNIVERSITY AVE
Little Rock, Arkansas
(34.752411, -92.341054)",3/6/16
2016-018232,63,THEFT OF PROPERTY MISD,"10901 N RODNEY PARHAM RD
Little Rock, Arkansas
(34.771421, -92.395699)",2/18/16
2016-029257,81,THEFT OF PROPERTY MISD,"8824 GEYER SPRINGS RD
Little Rock, Arkansas
(34.670527, -92.344286)",3/17/16
2016-041061,62,THEFT OF PROPERTY MISD,"8722 COLONEL GLENN RD
Little Rock, Arkansas
(34.710496, -92.37297)",4/15/16
2016-045443,93,THEFT OF PROPERTY MISD,"13000 INTERSTATE 30
Little Rock, Arkansas
(34.644021, -92.436938)",4/25/16
2016-037792,60,THEFT OF PROPERTY MISD,"420 S UNIVERSITY AVE
Little Rock, Arkansas
(34.749245, -92.3413)",2/7/16
2016-041609,53,THEFT OF PROPERTY MISD,"1201 S WOODROW ST
Little Rock, Arkansas
(34.739556, -92.305772)",4/16/16
2016-048996,72,THEFT OF PROPERTY MISD,"35 BRONTE CT
Little Rock, Arkansas
(34.810986, -92.496615)",5/3/16
2016-024607,41,THEFT OF PROPERTY MISD,"2222 CUMBERLAND ST
Little Rock, Arkansas
(34.726718, -92.271391)",3/5/16
2016-037202,91,THEFT OF PROPERTY MISD,"8622 CHICOT RD
Little Rock, Arkansas
(34.671566, -92.361692)",4/5/16
2016-029603,53,THEFT OF PROPERTY MISD,"3009 W MARKHAM ST
Little Rock, Arkansas
(34.75091, -92.306926)",3/17/16
2016-021044,53,THEFT OF PROPERTY MISD,"3124 W ROOSEVELT RD
Little Rock, Arkansas
(34.725628, -92.310531)",2/25/16
2016-019697,82,THEFT OF PROPERTY MISD,"3801 BASELINE RD
Little Rock, Arkansas
(34.668048, -92.320603)",2/18/16
2016-034784,60,THEFT OF PROPERTY MISD,"1720 PINE VALLEY RD
Little Rock, Arkansas
(34.781327, -92.350097)",3/31/16
2016-032055,71,THEFT OF PROPERTY MISD,"700 S BOWMAN RD
Little Rock, Arkansas
(34.747723, -92.407169)",3/24/16
2016-040075,80,THEFT OF PROPERTY MISD,"4813 TERRA VISTA CIR
Little Rock, Arkansas
(34.692502, -92.330788)",4/13/16
2016-018153,63,THEFT OF PROPERTY MISD,"50 NOB VIEW CIR
Little Rock, Arkansas
(34.758606, -92.366969)",2/17/16
2016-040548,60,THEFT OF PROPERTY MISD,"6000 W MARKHAM ST
Little Rock, Arkansas
(34.752338, -92.343058)",4/14/16
2016-030936,70,THEFT OF PROPERTY MISD,"11525 CANTRELL RD
Little Rock, Arkansas
(34.79372, -92.399701)",3/21/16
2016-040840,63,THEFT OF PROPERTY MISD,"1225 BRECKENRIDGE DR
Little Rock, Arkansas
(34.764781, -92.387996)",4/15/16
2016-030736,50,THEFT OF PROPERTY MISD,"521 N PALM ST
Little Rock, Arkansas
(34.756294, -92.325411)",3/16/16
2016-025196,40,THEFT OF PROPERTY MISD,"1601 MAIN ST
Little Rock, Arkansas
(34.732918, -92.27332)",2/29/16
2016-018178,40,THEFT OF PROPERTY MISD,"400 E PRESIDENT CLINTON AVE
Little Rock, Arkansas
(34.747537, -92.266179)",2/18/16
2016-031358,51,THEFT OF PROPERTY MISD,"1706 W 3RD ST
Little Rock, Arkansas
(34.748607, -92.290662)",3/22/16
2016-046530,70,THEFT OF PROPERTY MISD,"11700 PLEASANT RIDGE RD
Little Rock, Arkansas
(34.795287, -92.406533)",4/29/16
2016-040551,71,THEFT OF PROPERTY MISD,"700 S BOWMAN RD
Little Rock, Arkansas
(34.747723, -92.407169)",4/14/16
2016-041674,52,THEFT OF PROPERTY MISD,"2305 S SUMMIT ST
Little Rock, Arkansas
(34.727007, -92.295385)",4/17/16
2016-018531,41,THEFT OF PROPERTY MISD,"2415 BROADWAY ST
Little Rock, Arkansas
(34.725271, -92.2788)",2/19/16
2016-030945,81,THEFT OF PROPERTY MISD,"7700 SCOTT HAMILTON DR
Little Rock, Arkansas
(34.677953, -92.319526)",3/21/16
2016-038970,82,THEFT OF PROPERTY MISD,"5813 BASELINE RD
Little Rock, Arkansas
(34.669035, -92.341546)",4/10/16
2016-040884,81,THEFT OF PROPERTY MISD,"2401 W 65TH ST
Little Rock, Arkansas
(34.688986, -92.304433)",4/15/16
2016-028856,53,THEFT OF PROPERTY MISD,"322 S VALENTINE ST
Little Rock, Arkansas
(34.748957, -92.313154)",3/16/16
2016-031618,82,THEFT OF PROPERTY MISD,"5300 SOUTHBORO CT
Little Rock, Arkansas
(34.664833, -92.338006)",2/22/16
2016-016824,64,THEFT OF PROPERTY MISD,"2600 S SHACKLEFORD RD
Little Rock, Arkansas
(34.733347, -92.394709)",2/14/16
2016-037564,91,THEFT OF PROPERTY MISD,"7600 BURNELLE DR
Little Rock, Arkansas
(34.661024, -92.363231)",4/5/16
2016-029227,71,THEFT OF PROPERTY MISD,"700 S BOWMAN RD
Little Rock, Arkansas
(34.747723, -92.407169)",3/17/16
2016-004712,81,THEFT OF PROPERTY MISD,"6300 HINKSON RD
Little Rock, Arkansas
(34.672945, -92.347618)",1/12/16
2016-039921,41,THEFT OF PROPERTY MISD,"2701 S SCOTT ST
Little Rock, Arkansas
(34.724345, -92.272704)",4/12/16
2016-015416,80,THEFT OF PROPERTY MISD,"5803 BUTLER RD
Little Rock, Arkansas
(34.696458, -92.331529)",2/10/16
2016-032431,53,THEFT OF PROPERTY MISD,"3301 W ROOSEVELT RD
Little Rock, Arkansas
(34.725661, -92.311214)",3/25/16
2016-015202,51,THEFT OF PROPERTY MISD,"600 W CAPITOL AVE
Little Rock, Arkansas
(34.745051, -92.277654)",2/8/16
2016-040052,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",4/13/16
2016-022132,63,THEFT OF PROPERTY MISD,"1420 BRECKENRIDGE DR
Little Rock, Arkansas
(34.767059, -92.386561)",2/28/16
2016-026084,70,THEFT OF PROPERTY MISD,"10600 YOSEMITE VALLEY DR
Little Rock, Arkansas
(34.772544, -92.391248)",3/9/16
2016-043425,54,THEFT OF PROPERTY MISD,"2611 S TYLER ST
Little Rock, Arkansas
(34.727311, -92.333965)",4/21/16
2016-038622,60,THEFT OF PROPERTY MISD,"420 S UNIVERSITY AVE
Little Rock, Arkansas
(34.749245, -92.3413)",4/9/16
2016-039532,93,THEFT OF PROPERTY MISD,"11700 INTERSTATE 30
Little Rock, Arkansas
(34.646141, -92.430387)",4/12/16
2016-027687,82,THEFT OF PROPERTY MISD,"3 WEMBERLY DR
Little Rock, Arkansas
(34.664741, -92.34828)",3/12/16
2016-027922,81,THEFT OF PROPERTY MISD,"7315 GEYER SPRINGS RD
Little Rock, Arkansas
(34.682774, -92.343652)",3/14/16
2016-027041,63,THEFT OF PROPERTY MISD,"901 TOWNE OAKS DR
Little Rock, Arkansas
(34.760699, -92.377915)",3/11/16
2016-044225,70,THEFT OF PROPERTY MISD,"11525 CANTRELL RD
Little Rock, Arkansas
(34.79372, -92.399701)",4/23/16
2016-049089,60,THEFT OF PROPERTY MISD,"420 S UNIVERSITY AVE
Little Rock, Arkansas
(34.749245, -92.3413)",4/16/16
2016-045376,63,THEFT OF PROPERTY MISD,"10901 N RODNEY PARHAM RD
Little Rock, Arkansas
(34.771421, -92.395699)",4/26/16
2016-023321,72,THEFT OF PROPERTY MISD,"19301 CANTRELL RD
Little Rock, Arkansas
(34.810854, -92.484164)",2/15/16
2016-030921,64,THEFT OF PROPERTY MISD,"9201 KANIS RD
Little Rock, Arkansas
(34.741583, -92.377205)",3/21/16
2016-031135,72,THEFT OF PROPERTY MISD,"9 CAPE COD CT
Little Rock, Arkansas
(34.780962, -92.430964)",3/14/16
2016-038986,91,THEFT OF PROPERTY MISD,"9525 INTERSTATE 30
Little Rock, Arkansas
(34.674746, -92.367307)",4/10/16
2016-042386,63,THEFT OF PROPERTY MISD,"800 BROOKSIDE DR
Little Rock, Arkansas
(34.759769, -92.373083)",4/3/16
2016-129703,91,THEFT OF PROPERTY MISD,"10223 JANA DR
Little Rock, Arkansas
(34.657295, -92.36607)",11/14/2016-11/16/2016
2016-026509,90,THEFT OF PROPERTY MISD,"7500 S UNIVERSITY AVE
Little Rock, Arkansas
(34.681859, -92.35334)",3/8/16
2016-030811,60,THEFT OF PROPERTY MISD,"6000 W MARKHAM ST
Little Rock, Arkansas
(34.752338, -92.343058)",3/21/16
2016-033603,54,THEFT OF PROPERTY MISD,"4800 W 31ST ST
Little Rock, Arkansas
(34.723728, -92.327896)",3/28/16
2016-042504,70,THEFT OF PROPERTY MISD,"13620 PLEASANT FOREST DR
Little Rock, Arkansas
(34.789887, -92.424711)",4/19/16
2016-025034,64,THEFT OF PROPERTY MISD,"1400 JOHN BARROW RD
Little Rock, Arkansas
(34.73994, -92.372315)",3/6/16
2016-046324,54,THEFT OF PROPERTY MISD,"1214 S PIERCE ST
Little Rock, Arkansas
(34.740851, -92.337754)",4/28/16
2016-040252,91,THEFT OF PROPERTY MISD,"11 MABELVALE PLAZA LN
Little Rock, Arkansas
(34.666694, -92.38353)",4/13/16
2016-021683,61,THEFT OF PROPERTY MISD,"1805 JOYCE CT
Little Rock, Arkansas
(34.735752, -92.345421)",2/27/16
2016-043661,40,THEFT OF PROPERTY MISD,"615 E CAPITOL AVE
Little Rock, Arkansas
(34.743268, -92.264525)",4/17/16
2016-046011,61,THEFT OF PROPERTY MISD,"7200 W 12TH ST
Little Rock, Arkansas
(34.741889, -92.354912)",4/27/16
2016-038114,72,THEFT OF PROPERTY MISD,"3 CHENAL HEIGHTS DR
Little Rock, Arkansas
(34.777638, -92.451133)",4/7/16
2016-023279,72,THEFT OF PROPERTY MISD,"21 FONTENAY CIR
Little Rock, Arkansas
(34.768265, -92.470305)",2/27/16
2016-013933,54,THEFT OF PROPERTY MISD,"5400 W 30TH ST
Little Rock, Arkansas
(34.724736, -92.334259)",2/6/16
2016-013880,71,THEFT OF PROPERTY MISD,"700 S BOWMAN RD
Little Rock, Arkansas
(34.747723, -92.407169)",2/6/16
2016-030272,63,THEFT OF PROPERTY MISD,"1010 BRECKENRIDGE DR
Little Rock, Arkansas
(34.763682, -92.389549)",3/19/16
2016-047814,64,THEFT OF PROPERTY MISD,"2700 S SHACKLEFORD RD
Little Rock, Arkansas
(34.729393, -92.394867)",5/2/16
2016-046190,61,THEFT OF PROPERTY MISD,"1400 S UNIVERSITY AVE
Little Rock, Arkansas
(34.738851, -92.341673)",4/23/16
2016-026052,54,THEFT OF PROPERTY MISD,"2506 S HARRISON ST
Little Rock, Arkansas
(34.728494, -92.332791)",2/27/16
2016-051439,92,THEFT OF PROPERTY MISD,"11701 INTERSTATE 30
Little Rock, Arkansas
(34.657871, -92.406793)",3/21/16
2016-041765,53,THEFT OF PROPERTY MISD,"3124 W ROOSEVELT RD
Little Rock, Arkansas
(34.725628, -92.310531)",4/17/16
2016-027395,42,THEFT OF PROPERTY MISD,"6405 HEATHER LN
Little Rock, Arkansas
(34.717162, -92.197569)",3/12/16
2016-043055,64,THEFT OF PROPERTY MISD,"2700 S SHACKLEFORD RD
Little Rock, Arkansas
(34.729393, -92.394867)",4/20/16
2016-033927,60,THEFT OF PROPERTY MISD,"420 S UNIVERSITY AVE
Little Rock, Arkansas
(34.749245, -92.3413)",3/22/16
2016-042530,71,THEFT OF PROPERTY MISD,"700 S BOWMAN RD
Little Rock, Arkansas
(34.747723, -92.407169)",4/19/16
2016-016822,60,THEFT OF PROPERTY MISD,"600 S UNIVERSITY AVE
Little Rock, Arkansas
(34.746529, -92.341393)",2/14/16
2016-021588,82,THEFT OF PROPERTY MISD,"9300 RECK RD
Little Rock, Arkansas
(34.664669, -92.328086)",2/27/16
2016-049948,64,THEFT OF PROPERTY MISD,"2600 S SHACKLEFORD RD
Little Rock, Arkansas
(34.733347, -92.394709)",5/7/16
2016-046760,63,THEFT OF PROPERTY MISD,"1801 RESERVOIR RD
Little Rock, Arkansas
(34.76947, -92.37591)",4/29/16
2016-047160,80,THEFT OF PROPERTY MISD,"5003 W 55TH ST
Little Rock, Arkansas
(34.699386, -92.331644)",4/28/16
2016-030806,54,THEFT OF PROPERTY MISD,"1806 S MONROE ST
Little Rock, Arkansas
(34.735074, -92.32852)",3/21/16
2016-046258,72,THEFT OF PROPERTY MISD,"19301 CANTRELL RD
Little Rock, Arkansas
(34.810854, -92.484164)",4/28/16
2016-017179,63,THEFT OF PROPERTY MISD,"7601 CANTRELL RD
Little Rock, Arkansas
(34.77206, -92.358451)",2/15/16
2016-045540,64,THEFT OF PROPERTY MISD,"11801 CHENAL PKWY
Little Rock, Arkansas
(34.748944, -92.406134)",4/26/16
2016-019331,50,THEFT OF PROPERTY MISD,"1402 REBSAMEN PARK RD
Little Rock, Arkansas
(34.763271, -92.310082)",2/21/16
2016-016458,63,THEFT OF PROPERTY MISD,"10500 W MARKHAM ST
Little Rock, Arkansas
(34.753876, -92.389536)",2/13/16
2016-027181,51,THEFT OF PROPERTY MISD,"1116 W DAISY L GATSON BATES DR
Little Rock, Arkansas
(34.737077, -92.285603)",3/12/16
2016-043771,64,THEFT OF PROPERTY MISD,"2700 S SHACKLEFORD RD
Little Rock, Arkansas
(34.729393, -92.394867)",4/22/16
2016-043114,54,THEFT OF PROPERTY MISD,"2 SAINT VINCENT CIR
Little Rock, Arkansas
(34.750182, -92.338253)",4/20/16
2016-021979,71,THEFT OF PROPERTY MISD,"1808 SHUMATE DR
Little Rock, Arkansas
(34.771328, -92.417279)",2/28/16
2016-044507,90,THEFT OF PROPERTY MISD,"6501 MABELVALE CUTOFF CO
Little Rock, Arkansas
(34.654771, -92.34971)",4/24/16
2016-035963,82,THEFT OF PROPERTY MISD,"5917 BASELINE RD
Little Rock, Arkansas
(34.669104, -92.3433)",4/3/16
2016-049447,53,THEFT OF PROPERTY MISD,"2109 S VALENTINE ST
Little Rock, Arkansas
(34.731779, -92.313889)",5/6/16
2016-041989,71,THEFT OF PROPERTY MISD,"700 S BOWMAN RD
Little Rock, Arkansas
(34.747723, -92.407169)",4/15/16
2016-020914,70,THEFT OF PROPERTY MISD,"11525 CANTRELL RD
Little Rock, Arkansas
(34.79372, -92.399701)",2/25/16
2016-047433,61,THEFT OF PROPERTY MISD,"8701 RILEY DR
Little Rock, Arkansas
(34.744256, -92.364584)",5/1/16
2016-031612,64,THEFT OF PROPERTY MISD,"14609 RIDGEWOOD DR
Little Rock, Arkansas
(34.732795, -92.407061)",3/23/16
2016-031371,61,THEFT OF PROPERTY MISD,"1014 S HUGHES ST
Little Rock, Arkansas
(34.743149, -92.349792)",3/22/16
2016-020849,80,THEFT OF PROPERTY MISD,"4601 W 55TH ST
Little Rock, Arkansas
(34.700511, -92.328068)",2/16/16
2016-022976,81,THEFT OF PROPERTY MISD,"8824 GEYER SPRINGS RD
Little Rock, Arkansas
(34.670527, -92.344286)",2/25/16
2016-024323,70,THEFT OF PROPERTY MISD,"11718 PLEASANT RIDGE CIR
Little Rock, Arkansas
(34.796205, -92.404958)",3/4/16
2016-038396,71,THEFT OF PROPERTY MISD,"421 TRUMPLER ST
Little Rock, Arkansas
(34.750075, -92.417091)",4/9/16
2016-036927,54,THEFT OF PROPERTY MISD,"4514 W 12TH ST
Little Rock, Arkansas
(34.740783, -92.324317)",4/5/16
2016-017331,52,THEFT OF PROPERTY MISD,"2424 S IZARD ST
Little Rock, Arkansas
(34.724816, -92.283702)",2/16/16
2016-002604,53,THEFT OF PROPERTY MISD,"3124 W ROOSEVELT RD
Little Rock, Arkansas
(34.725628, -92.310531)",1/7/16
2016-021143,90,THEFT OF PROPERTY MISD,"7500 S UNIVERSITY AVE
Little Rock, Arkansas
(34.681859, -92.35334)",2/18/16
2016-049207,62,THEFT OF PROPERTY MISD,"8601 COLONEL GLENN RD
Little Rock, Arkansas
(34.71054, -92.371495)",5/2/16
2016-026563,81,THEFT OF PROPERTY MISD,"8414 GEYER SPRINGS RD
Little Rock, Arkansas
(34.673276, -92.344103)",3/10/16
2016-033481,40,THEFT OF PROPERTY MISD,"401 W MARKHAM ST
Little Rock, Arkansas
(34.74864, -92.274325)",3/28/16
2016-045463,64,THEFT OF PROPERTY MISD,"2600 S SHACKLEFORD RD
Little Rock, Arkansas
(34.733347, -92.394709)",4/26/16
2016-040622,52,THEFT OF PROPERTY MISD,"1903 S ARCH ST
Little Rock, Arkansas
(34.730649, -92.279792)",4/14/16
2016-019434,54,THEFT OF PROPERTY MISD,"2002 S FILLMORE ST
Little Rock, Arkansas
(34.73405, -92.337059)",2/21/16
2016-032031,60,THEFT OF PROPERTY MISD,"6000 W MARKHAM ST
Little Rock, Arkansas
(34.752338, -92.343058)",3/24/16
2016-049229,80,THEFT OF PROPERTY MISD,"5200 W 65TH ST
Little Rock, Arkansas
(34.690402, -92.334712)",5/5/16
2016-037551,81,THEFT OF PROPERTY MISD,"2401 W 65TH ST
Little Rock, Arkansas
(34.688986, -92.304433)",4/7/16
2016-029478,64,THEFT OF PROPERTY MISD,"10001 KANIS RD
Little Rock, Arkansas
(34.74284, -92.386168)",3/18/16
2016-035103,64,THEFT OF PROPERTY MISD,"21 CORPORATE HILL DR
Little Rock, Arkansas
(34.751338, -92.387188)",3/29/16
2016-040179,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",4/13/16
2016-040034,54,THEFT OF PROPERTY MISD,"4800 W 10TH ST
Little Rock, Arkansas
(34.742811, -92.3273)",3/29/16
2016-039545,40,THEFT OF PROPERTY MISD,"311 E 8TH ST
Little Rock, Arkansas
(34.740812, -92.268787)",4/11/16
2016-042124,70,THEFT OF PROPERTY MISD,"13000 CANTRELL RD
Little Rock, Arkansas
(34.798491, -92.416359)",4/18/16
2016-025297,40,THEFT OF PROPERTY MISD,"310 E CAPITOL AVE
Little Rock, Arkansas
(34.743754, -92.268106)",3/7/16
2016-048318,50,THEFT OF PROPERTY MISD,"723 N JACKSON ST
Little Rock, Arkansas
(34.758357, -92.328919)",5/3/16
2016-038505,50,THEFT OF PROPERTY MISD,"201 N UNIVERSITY AVE
Little Rock, Arkansas
(34.753291, -92.341068)",4/9/16
2016-037224,70,THEFT OF PROPERTY MISD,"11700 PLEASANT RIDGE RD
Little Rock, Arkansas
(34.795287, -92.406533)",3/18/16
2016-027315,63,THEFT OF PROPERTY MISD,"1010 BRECKENRIDGE DR
Little Rock, Arkansas
(34.763682, -92.389549)",3/12/16
2016-038282,81,THEFT OF PROPERTY MISD,"7515 GEYER SPRINGS RD
Little Rock, Arkansas
(34.681799, -92.343694)",4/8/16
2016-014022,71,THEFT OF PROPERTY MISD,"12700 CHENAL PKWY
Little Rock, Arkansas
(34.754179, -92.414858)",2/6/16
2016-028953,63,THEFT OF PROPERTY MISD,"1221 RESERVOIR RD
Little Rock, Arkansas
(34.76275, -92.376184)",3/16/16
2016-015726,63,THEFT OF PROPERTY MISD,"10524 W MARKHAM ST
Little Rock, Arkansas
(34.753884, -92.390419)",2/11/16
2016-028540,81,THEFT OF PROPERTY MISD,"6900 SCOTT HAMILTON DR
Little Rock, Arkansas
(34.686552, -92.318845)",3/15/16
2016-024012,81,THEFT OF PROPERTY MISD,"2401 W 65TH ST
Little Rock, Arkansas
(34.688986, -92.304433)",3/4/16
2016-025021,62,THEFT OF PROPERTY MISD,"6201 COLONEL GLENN RD
Little Rock, Arkansas
(34.717701, -92.343749)",3/6/16
2016-044705,43,THEFT OF PROPERTY MISD,"1100 E ROOSEVELT RD
Little Rock, Arkansas
(34.72372, -92.260825)",4/24/16
2016-018615,71,THEFT OF PROPERTY MISD,"12700 CHENAL PKWY
Little Rock, Arkansas
(34.754179, -92.414858)",2/19/16
2016-025553,43,THEFT OF PROPERTY MISD,"1100 E ROOSEVELT RD
Little Rock, Arkansas
(34.72372, -92.260825)",3/6/16
2016-034386,61,THEFT OF PROPERTY MISD,"2000 S UNIVERSITY AVE
Little Rock, Arkansas
(34.733707, -92.341823)",3/30/16
2016-007509,71,THEFT OF PROPERTY MISD,"700 S BOWMAN RD
Little Rock, Arkansas
(34.747723, -92.407169)",12/18/15
2016-020150,62,THEFT OF PROPERTY MISD,"3412 S UNIVERSITY AVE
Little Rock, Arkansas
(34.720879, -92.342144)",2/23/16
2016-029564,64,THEFT OF PROPERTY MISD,"9601 BAPTIST HEALTH DR
Little Rock, Arkansas
(34.745783, -92.382292)",3/12/16
2016-056705,50,THEFT OF PROPERTY MISD,"1319 REBSAMEN PARK RD
Little Rock, Arkansas
(34.762425, -92.310114)",5/6/16
2016-037348,93,THEFT OF PROPERTY MISD,"9125 STAGECOACH RD
Little Rock, Arkansas
(34.669343, -92.419275)",4/6/16
2016-016546,72,THEFT OF PROPERTY MISD,"17711 CHENAL PKWY
Little Rock, Arkansas
(34.768679, -92.457917)",2/13/16
2016-053590,61,THEFT OF PROPERTY MISD,"1709 JOHN BARROW RD
Little Rock, Arkansas
(34.737405, -92.372394)",5/6/16
2016-034378,51,THEFT OF PROPERTY MISD,"900 W DAISY L GATSON BATES DR
Little Rock, Arkansas
(34.73664, -92.282393)",3/28/16
2016-038977,81,THEFT OF PROPERTY MISD,"5420 BASELINE RD
Little Rock, Arkansas
(34.6689, -92.338621)",4/10/16
2016-013516,54,THEFT OF PROPERTY MISD,"1910 S JACKSON ST
Little Rock, Arkansas
(34.734294, -92.329761)",2/5/16
2016-045318,61,THEFT OF PROPERTY MISD,"7200 W 12TH ST
Little Rock, Arkansas
(34.741889, -92.354912)",4/26/16
2016-044122,71,THEFT OF PROPERTY MISD,"12700 CHENAL PKWY
Little Rock, Arkansas
(34.754179, -92.414858)",4/23/16
2016-018616,80,THEFT OF PROPERTY MISD,"3901 S UNIVERSITY AVE
Little Rock, Arkansas
(34.716309, -92.342369)",2/19/16
2016-034853,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",3/31/16
2016-041775,81,THEFT OF PROPERTY MISD,"46 HARROW DR
Little Rock, Arkansas
(34.688192, -92.331174)",4/17/16
2016-029765,42,THEFT OF PROPERTY MISD,"36 PLANTATION DR
Little Rock, Arkansas
(34.722021, -92.184901)",3/18/16
2016-039389,60,THEFT OF PROPERTY MISD,"900 N HUGHES ST
Little Rock, Arkansas
(34.760022, -92.349711)",4/11/16
2016-026387,64,THEFT OF PROPERTY MISD,"7500 CANTRELL RD
Little Rock, Arkansas
(34.771426, -92.357373)",3/9/16
2016-017457,50,THEFT OF PROPERTY MISD,"112 N PALM ST
Little Rock, Arkansas
(34.752281, -92.325067)",2/16/16
2016-022954,81,THEFT OF PROPERTY MISD,"7005 AZALEA DR
Little Rock, Arkansas
(34.673757, -92.355108)",3/1/16
2016-042030,40,THEFT OF PROPERTY MISD,"1409 S LOUISIANA ST
Little Rock, Arkansas
(34.735431, -92.27407)",4/16/16
2016-038566,53,THEFT OF PROPERTY MISD,"103 THAYER ST
Little Rock, Arkansas
(34.750452, -92.300901)",4/9/16
2016-022496,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",2/29/16
2016-042084,82,THEFT OF PROPERTY MISD,"5813 BASELINE RD
Little Rock, Arkansas
(34.669035, -92.341546)",4/18/16
2016-017538,64,THEFT OF PROPERTY MISD,"2819 ROMINE RD
Little Rock, Arkansas
(34.726775, -92.381723)",2/16/16
2016-033969,93,THEFT OF PROPERTY MISD,"11201 BASS PRO PKWY
Little Rock, Arkansas
(34.659015, -92.412321)",3/29/16
2016-039419,91,THEFT OF PROPERTY MISD,"8801 BASELINE RD
Little Rock, Arkansas
(34.670094, -92.376701)",4/11/16
2016-035308,91,THEFT OF PROPERTY MISD,"9204 WOODFORD DR
Little Rock, Arkansas
(34.666923, -92.371905)",4/1/16
2016-016460,64,THEFT OF PROPERTY MISD,"4417 ELAM ST
Little Rock, Arkansas
(34.712873, -92.376549)",2/13/16
2016-029145,62,THEFT OF PROPERTY MISD,"4111 S UNIVERSITY AVE
Little Rock, Arkansas
(34.713777, -92.342823)",3/17/16
2016-000729,54,THEFT OF PROPERTY MISD,"4407 W 12TH ST
Little Rock, Arkansas
(34.74072, -92.322538)",1/1/16
2016-035221,50,THEFT OF PROPERTY MISD,"207 N UNIVERSITY AVE
Little Rock, Arkansas
(34.753484, -92.341067)",4/1/16
2016-042647,64,THEFT OF PROPERTY MISD,"11321 W MARKHAM ST
Little Rock, Arkansas
(34.75356, -92.4007)",4/19/16
2016-019998,40,THEFT OF PROPERTY MISD,"521 PRESIDENT CLINTON AVE
Little Rock, Arkansas
(34.747294, -92.264441)",2/23/16
2016-019075,64,THEFT OF PROPERTY MISD,"401 JOHN BARROW RD
Little Rock, Arkansas
(34.748683, -92.372054)",2/16/16
2016-046589,90,THEFT OF PROPERTY MISD,"13420 DAVID O DODD RD
Little Rock, Arkansas
(34.707508, -92.412253)",4/28/16
2016-026527,54,THEFT OF PROPERTY MISD,"4110 W 12TH ST
Little Rock, Arkansas
(34.74058, -92.31952)",3/10/16
2016-021363,42,THEFT OF PROPERTY MISD,"1 AIRPORT RD
Little Rock, Arkansas
(34.727078, -92.218952)",2/26/16
2016-043133,53,THEFT OF PROPERTY MISD,"4024 W 14TH ST
Little Rock, Arkansas
(34.738731, -92.318932)",4/21/16
2016-028362,40,THEFT OF PROPERTY MISD,"617 BROADWAY ST
Little Rock, Arkansas
(34.743367, -92.276163)",3/15/16
2016-044035,50,THEFT OF PROPERTY MISD,"1021 JESSIE RD
Little Rock, Arkansas
(34.758994, -92.299315)",4/23/16
2016-039318,72,THEFT OF PROPERTY MISD,"19301 CANTRELL RD
Little Rock, Arkansas
(34.810854, -92.484164)",4/11/16
2016-019402,64,THEFT OF PROPERTY MISD,"2600 S SHACKLEFORD RD
Little Rock, Arkansas
(34.733347, -92.394709)",2/21/16
2016-026185,90,THEFT OF PROPERTY MISD,"37 SOUTHMONT DR
Little Rock, Arkansas
(34.692228, -92.356004)",3/9/16
2016-040850,60,THEFT OF PROPERTY MISD,"600 S UNIVERSITY AVE
Little Rock, Arkansas
(34.746529, -92.341393)",4/15/16
2016-007101,52,THEFT OF PROPERTY MISD,"1100 WRIGHT AVE
Little Rock, Arkansas
(34.731896, -92.286164)",1/15/16
